title,genres,where_to_watch
Young Lady and Gentleman,"Comedy, Romance, Family, Melodrama","Viki, Prime Video, KBS World, VIU Indonesia, Netflix, Kocowa"
Mom Has an Affair,"Romance, Drama, Family",VIU Indonesia
Wind-Bell,"Romance, Drama, Family",Viki
Pure Melo District,"Romance, Life, Drama, Melodrama",KOK TV
Best Chicken,"Food, Business, Comedy, Romance",Viki
Big Picture House,"Music, Romance, Youth, Drama",AsianCrush
Gold Mask,"Drama, Melodrama","KBS World, Viki, Kocowa"
Spy,"Thriller, Romance, Crime, Political","Viki, Kocowa"
Check Out the Event,"Comedy, Romance, Youth","Viki, iQIYI, Prime Video, Kocowa"
People You May Know,"Romance, Life, Drama, Melodrama",iflix
Miss Lee,"Business, Comedy, Life, Drama","Apple TV, Tubi"
The School Nurse Files,"Mystery, Horror, Comedy, Supernatural",Netflix
"My Lawyer, Mr. Jo 2: Crime and Punishment","Mystery, Comedy, Law, Drama","Viki, Kocowa"
Farming Academy,"Romance, Life, Youth",Kocowa
Our First: Seventeen,"Music, Romance, Youth",
Strangers Again,"Law, Romance, Drama","Viki, TVING"
Borg Mom,"Comedy, Sci-Fi, Fantasy",Kocowa
The King of the Desert,Drama,Prime Video
Black Knight: The Man Who Guards Me,"Romance, Drama, Fantasy, Melodrama","Netflix, Viki, Kocowa"
Freshman,"Comedy, Romance, Youth, Drama",
Phantom School,"Action, Youth, Fantasy",Viki
Man in the Kitchen,"Food, Romance, Drama, Family","Viki, Kocowa"
Flower of the Queen,"Comedy, Romance, Drama",
Login to You,"Romance, Life, Drama",
Vengeance of the Bride,"Thriller, Romance, Drama, Melodrama","Viki, KBS World, Wavve, Kocowa"
"Fight Hard, Love Harder Season 2","Romance, Life, Youth, Drama",
Local Hero,"Action, Thriller, Mystery, Comedy",VIU Indonesia
Love to the End,"Business, Romance, Family, Melodrama",KBS World
"Please, Summer","Music, Romance, Drama, Fantasy",Kakao TV
"Do You ""Truth or Dare"" with Me?","Comedy, Romance",
Triple Fling Season 2,"Comedy, Romance, Youth",
Strong Girl Namsoon,"Action, Comedy, Romance, Supernatural","Netflix, TVING"
The Man of My Life,"Comedy, Romance",KIK TV
My Son-In-Law's Woman,"Romance, Drama, Family, Melodrama",
Café Kilimanjaro,"Music, Drama","Viki, Tubi"
Stranger Kim,"Mystery, Comedy, Sci-Fi","Viki, KOK TV"
Devil Inspector,"Mystery, Comedy, Youth, Drama",Viki
Disarming Romance,"Comedy, Romance, Youth, Drama",KOK TV
She Knows Everything,"Mystery, Psychological, Crime, Drama","Viki, Kocowa"
Alchemist,"Comedy, Romance, Youth, Drama",
A Man in a Veil,"Business, Romance, Drama, Family","Apple TV, Viki, Kocowa"
"Legally, Dad","Romance, Drama",STUDIO DIA
Hip Hop Teacher,"Music, Comedy, Life",iflix
Office Watch,"Comedy, Romance, Drama","WeTV, KOK TV, WHYNOT TV"
Tinted with You,"Historical, Romance, Fantasy",Viki
Mysterious Personal Shopper,"Mystery, Melodrama",KBS World
First Love Again,"Comedy, Romance, Fantasy",Viki
Happy Merry Ending,"Romance, Drama","Viki, Wavve, TVING"
Afraid Of,"Romance, Youth",
Love Class,"Romance, Youth","Viki, Netflix, Wavve"
Romance Blue,"Romance, Drama, Melodrama",
Meant to Be,"Romance, Family, Melodrama","Viki, Kocowa"
My Sweet Dear,"Food, Romance, Youth, Drama","WeTV, Viki"
Manhole,"Thriller, Comedy, Romance, Fantasy","Viki, Kocowa"
My Runway,"Comedy, Romance, Drama, Supernatural",Netflix
Monchouchou Globalhouse,"Comedy, Romance, Life, Drama",Kocowa
Love in Spring,"Historical, Drama",Tubi
Next Door Witch J,"Comedy, Romance, Drama","WeTV, Viki"
Left-Handed Wife,"Mystery, Business, Romance, Melodrama",KBS World
Love Twist,"Family, Melodrama","Viki, KBS World, Kocowa"
Rumor,"Thriller, Mystery","STUDIO DIA, Kocowa"
Persona,"Thriller, Romance, Drama",Netflix
"Let's Eat Something, Anna","Comedy, Romance, Life, Drama","Viki, Kocowa"
Choco Bank,"Business, Comedy, Romance, Drama",
Love After School Season 2,"Romance, Youth, Drama",STUDIO DIA
Not Found Love,Romance,STUDIO DIA
The Empire,"Law, Drama, Melodrama","Viki, VIU Indonesia"
My Heart Twinkle Twinkle,"Romance, Drama, Family, Melodrama","Viki, SBS World, Kocowa"
To All the Guys Who Loved Me,"Comedy, Romance, Drama, Fantasy","Netflix, Viki, VIU Indonesia, Kocowa"
Click Your Heart,"Comedy, Romance, Youth","Apple TV, Prime Video"
All the Liquors,"Food, Comedy, Romance","Apple TV, Viki, TVING"
My 20th Twenty,"Music, Supernatural","Viki, Wavve, Kocowa"
187 cm Male Friend vs 155 cm Female Friend,"Romance, Youth",CheezeFilm
Glamorous Temptation,"Romance, Drama, Melodrama, Political",Kocowa
Artificial City,"Thriller, Mystery, Psychological, Drama","Netflix, Viki, TVING, Lemino"
Girl of 0AM,"Comedy, Romance, Fantasy",
I Have Three Boyfriends,"Comedy, Romance, Drama",Lululala Story Lab
Save the Family,"Romance, Drama, Family, Melodrama",KBS World
Falling for Do Jeon,"Comedy, Romance, Drama",Viki
Sweet Temptation,"Romance, Drama, Fantasy",
Unpredictable Family,"Comedy, Romance, Drama, Family","Viki, KBS World, Kocowa"
The Guys I Want to Catch,Drama,Dingo K-Drama
Love Teenager,"Romance, Youth, Drama",
Clocking Out,"Action, Mystery, Sci-Fi, Fantasy",
Nobleman Ryu's Wedding,"Historical, Comedy, Romance, Drama",WeTV
My Wonderful Roommate,"Business, Romance",
YG Future Strategy Office,"Music, Business, Comedy",Netflix
Love in Black Hole,"Romance, Youth, Sci-Fi, Fantasy","WeTV, Viki"
Devil's Diary,"Comedy, Romance, Drama, Fantasy, Supernatural",
Romance Special Law,"Comedy, Law, Romance","Viki, Kocowa"
Unexpected Heroes,"Youth, Fantasy, Supernatural",Viki
Happy Ending Romance,"Romance, Drama, Melodrama","Viki, Wavve"
Dalgona,"Youth, Drama",Emotional Click
My Daughter Geum Sa Wol,"Romance, Drama, Family",Kocowa
Today Office Tomorrow Romance,"Romance, Drama",Emotional Click
Fatal Promise,"Romance, Drama, Family, Melodrama",
The Merchant: Gaekju 2015,"Historical, Business, Melodrama, Political","Viki, Kocowa"
Love Alarm,"Comedy, Romance, Youth, Drama",Netflix
Dr. Ian,Romance,
Riders: Catch Tomorrow,"Business, Romance, Life, Drama",Viki
Sound Candy,"Music, Drama","Abema TV, Viki, Kocowa"
First Kiss,"Comedy, Romance, Life, Drama",
Our Gap Soon,"Comedy, Romance, Family","Viki, Kocowa"
Hot and Sweet,"Food, Comedy, Romance","Prime Video, AsianCrush"
The Miracle,"Comedy, Romance, Drama, Supernatural","Apple TV, Netflix, Viki"
True Ending,"Romance, Youth",
Individual Circumstances,"Romance, Drama","Viki, iQIYI, Wavve"
Lovely Horribly,"Horror, Comedy, Romance, Supernatural","Netflix, Viki, VIU Indonesia, Kocowa"
It's My Life,"Business, Romance, Drama, Melodrama",KBS World
Man Who Dies to Live,"Comedy, Drama, Family",Kocowa
Welcome to Wedding Hell,"Romance, Life, Drama",Netflix
My Unfortunate Boyfriend,"Romance, Drama","Apple TV, Prime Video, AsianCrush, Tubi"
Spark,"Music, Romance, Drama, Supernatural","Netflix, Viki"
Blow Breeze,"Law, Romance, Drama, Melodrama",Viki
Snap and Spark,"Music, Romance, Youth","KOK TV, iQIYI"
My Chilling Roommate,"Horror, Comedy, Romance, Supernatural","Apple TV, Viki"
Dramaworld,"Comedy, Romance, Drama, Supernatural","Apple TV, Viki, Prime Video"
Peng,"Comedy, Romance",Viki
Oh! Boarding House,"Comedy, Romance, Youth",Viki
Women at a Game Company,"Business, Drama",
Loss Time Life,"Romance, Drama, Melodrama",Kocowa
Love in Time,"Romance, Sci-Fi","Viki, AsianCrush"
How to Be Thirty,"Comedy, Romance, Drama","Viki, iQIYI, Kakao TV"
My Sister,Romance,CheezeFilm
Magic School,"Youth, Drama",iflix
Loss:Time:Life,"Comedy, Life, Supernatural",
New Normal Zine,Drama,
The Witch's Game,"Mystery, Drama","Viki, Wavve, Kocowa"
The Family Is Coming,"Comedy, Romance, Family","SBS World, Viki, Kocowa"
Dramaworld Season 2,"Comedy, Romance, Drama, Supernatural","iQIYI, Prime Video"
Night Light,"Business, Drama, Political",Netflix
Oh! Youngsim,"Comedy, Romance",Viki
Things That May Occur to You Today,"Romance, Youth, Drama",
I Am...,"Comedy, Romance, Youth, Sci-Fi","Viki, Emotional Click, AsianCrush"
That Man Oh Soo,"Comedy, Romance, Fantasy",
A Superior Day,"Thriller, Mystery, Psychological, Drama",Viki
Tomorrow Boy,"Romance, Life, Youth","Viki, Kocowa"
"Hello, Spring","Comedy, Romance",
The Third Marriage,"Romance, Melodrama","Viki, Kocowa"
Bong Soon: A Cyborg in Love,"Romance, Drama, Sci-Fi","Prime Video, Wavve"
Mermaid Prince,"Mystery, Romance, Youth, Drama",Kocowa
Love (ft. Marriage and Divorce),"Mystery, Romance, Drama",Netflix
The Man in the Mask,"Action, Comedy, Romance, Drama","Viki, KBS World, Kocowa"
Apple of My Eye,"Romance, Family, Melodrama","Viki, KBS World, Kocowa"
Genesis,"Thriller, Mystery",
My Fuxxxxx Romance,"Romance, Drama",PlayList Global
Dear X Who Doesn't Love Me,"Romance, Drama","Viki, iQIYI"
Life After One Minute,"Romance, Youth, Supernatural",
Somebody,"Thriller, Mystery, Psychological, Mature",Netflix
Woman in a Veil,"Thriller, Romance, Drama, Melodrama","Viki, Kocowa"
The 1km Distance Between Us,"Comedy, Romance",
Please Find Her,"Comedy, Romance",KBS World
The Villain of Romance,Romance,"Viki, Hulu"
All is Well,"Romance, Drama, Family, Melodrama",KBS World
Love (ft. Marriage and Divorce) Season 3,"Romance, Life, Drama",Netflix
Color Rush Season 2,"Thriller, Mystery, Youth",Viki
Two Hearts,"Romance, Youth, Sports",
A Time to Remember,"Romance, Fantasy","Apple TV, Viki"
Sweet Enemy,"Romance, Drama, Melodrama",
You're Too Much,"Music, Drama, Family, Melodrama",Kocowa
Miss Monte-Cristo,"Thriller, Romance, Drama, Melodrama","Viki, Kocowa"
Sweet Munchies,"Food, Comedy, Romance, Life","Apple TV, Netflix, Viki, VIU Indonesia"
Monkey and Dog Romance,Romance,"Viki, Kocowa"
Love on a Rooftop,"Romance, Drama, Family, Melodrama",KBS World
My Wonderful Life,"Comedy, Drama, Family, Melodrama",Kocowa
Elegant Empire,"Romance, Drama","Viki, KBS World, Kocowa"
The Interest of Love,"Romance, Life, Drama, Melodrama",Netflix
Joseon Survival,"Historical, Romance, Fantasy",
"Sweet Home, Sweet Honey","Romance, Drama, Family, Melodrama",KBS World
Do Dream,"Music, Comedy, Life, Youth","Apple TV, Viki, AsianCrush"
Midnight Horror: Six Nights,"Mystery, Horror, Life, Supernatural",
Exactly What’s Going On?,"Comedy, Romance, Fantasy",Netflix
Bump Up Business,"Music, Romance",iQIYI
Ghostderella,"Comedy, Drama, Supernatural",
Oh! My Assistant,"Comedy, Romance",Viki
"Now, We Are Breaking Up","Romance, Drama, Melodrama","Viki, VIU Indonesia"
Love Cells Season 2,"Comedy, Romance, Fantasy",Viki
The Unusual Family,"Drama, Family, Melodrama",KBS World
The Female Friend among Guys,"Comedy, Romance, Youth",CheezeFilm
Recipe for Youth,"Comedy, Romance",
Orange Marmalade,"Historical, Romance, Drama, Supernatural","Netflix, Viki, VIU Indonesia, Kocowa"
Kissable Lips,"Romance, Youth, Supernatural",Viki
Red Shoes,"Romance, Drama, Family, Melodrama","Prime Video, KBS World, Viki, Kocowa"
Behind Cut,Romance,Viki
Lover of the Palace,"Comedy, Romance",Viki
Mama Fairy and the Woodcutter,"Comedy, Romance, Drama, Fantasy","Apple TV, WeTV, Viki, iQIYI, Tubi"
Fluttering Warning,"Business, Comedy, Romance, Melodrama","Apple TV, Viki"
Star Struck,"Romance, Youth","iQIYI, Wavve"
Naughty Boy,"Comedy, Romance","AsianCrush, Viki"
Nickname Pine Leaf,Drama,
Discipline,"Comedy, Romance, Youth, Drama",Kocowa
The Third Charm,"Comedy, Romance, Life, Drama","Netflix, WeTV, iflix, Viki, Kocowa"
How Are You Bread,"Food, Romance, Drama, Fantasy",Viki
Oh My Ladylord,"Comedy, Romance, Fantasy, Melodrama","iQIYI, Prime Video"
Ocean Likes Me,"Food, Romance, Drama",Viki
Number Six,"Romance, Melodrama",Viki
Between Him and Her,"Romance, Youth, Drama","Viki, Netflix"
When I Was the Most Beautiful,"Romance, Drama, Melodrama","Viki, VIU Indonesia, Kocowa"
Momin's Room,"Comedy, Romance, Drama, Family",
She Is 200 Years Old,"Comedy, Romance, Fantasy",
"Coffee, Do Me a Favor","Comedy, Romance, Fantasy",Viki
Star With a Secret,"Comedy, Romance, Fantasy, Supernatural","Viki, ARIRANG K-POP"
Eating Existence,"Food, Comedy, Romance, Life","Viki, AsianCrush"
Your Playlist,"Music, Romance, Youth",Viki
Phantom the Secret Agent,"Romance, Drama, Supernatural",
The Blue Sea,"Action, Comedy, Romance","Viki, AsianCrush, Kocowa"
I Can See Your MBTI,"Romance, Youth",
The Sweet Blood,"Romance, Youth, Supernatural","Apple TV, WeTV, Viki, KUKAN"
Love in Memory,"Mystery, Romance, Sci-Fi","Viki, Prime Video, AsianCrush"
Let's Hold Hands Tightly and Watch The Sunset,"Romance, Drama, Family, Melodrama","Viki, Kocowa"
The Flatterer,"Comedy, Romance, Youth, Drama",
109 Strange Things,"Romance, Youth, Sci-Fi",
Prince's Prince,"Romance, Drama, Melodrama",
My Dear Friend,"Romance, Youth, Drama",CheezeFilm
Missing Korea,"Comedy, Romance, Drama",
Start Love,Romance,
Romantic Witch's Starlight Sonata,"Romance, Fantasy",
Fortuneteller’s Secret Recipe,"Drama, Fantasy, Supernatural",Viki
Delivery,"Action, Comedy, Martial Arts, Sci-Fi",
Entourage,"Business, Comedy, Drama",
Love Detective Sherlock K,Drama,
The Facetale: Cinderia,"Romance, Fantasy","Apple TV, Viki"
Immutable Law of First Love,"Romance, Drama, Melodrama","Netflix, Viki"
Goedam,"Thriller, Horror, Psychological, Supernatural",Netflix
Bad Girlfriend,"Romance, Drama","Viki, KOK TV"
A Good Supper,"Romance, Drama, Family","Viki, Kocowa"
Woo Ri the Virgin,"Comedy, Romance, Drama, Melodrama","Viki, Hulu"
Lily Fever,"Comedy, Romance",Dingo K-Drama
Boys Dormitory,"Romance, Youth",
Sponsor,"Thriller, Romance, Drama",Viki
A Beauty of Revenge,"Romance, Youth",CheezeFilm
Trace of the Hand,"Comedy, Romance",Viki
Jumping Girl,"Romance, Drama",Netflix
What's Up With These Kids!?,"Business, Romance, Drama",Kocowa
Delicious Love,"Food, Comedy, Romance, Youth",
Discipline Z: Vampire,"Mystery, Romance, Sci-Fi, Supernatural",
Detective Alice,"Mystery, Comedy",Kocowa
Under the Black Moonlight,"Thriller, Mystery, Horror, Drama",Netflix
Love Alarm Season 2,"Romance, Youth, Drama",Netflix
Oh My Grace,"Comedy, Romance",
Blue of Winter,"Romance, Youth, Martial Arts, Sports",
Magic Cell Phone,Romance,Netflix
28 Faces of the Moon,"Thriller, Mystery, Romance, Life","Netflix, Prime Video"
All the Love in the World Season 2,"Romance, Life",
All the Love in the World Season 3,"Romance, Life",
The Birth of a Nation,"Comedy, Sitcom",
SM Culture Universe: aespa,Music,
Crash! Insignificant Reunion,"Comedy, Youth",
Problematic Detective Agency,Mystery,
Full Count,"Sports, Documentary","Disney+, Hulu"
The Secret of the Grand Mansion: The Missing Girls,"Mystery, Comedy",
Between Us,Romance,
Better Things,Sitcom,
KBS Drama Special 2023,Drama,"Viki, Prime Video, Wavve, Kocowa"
"Oh, Yeojeong",Romance,
My Daughter's Just Like Me,"Drama, Family",
Stray Directors,Documentary,
Three Kingdom Wars - Imjin War 1592,"Historical, Documentary",
Smashing on Your Back,"Comedy, Sitcom",
We See Winter,Drama,
Welcome to Heal Inn,"Food, Life",
I Want to Live an Easy Life,"Comedy, Sitcom",TVING
Our D-Day,"Comedy, Youth, Drama",
Welcome to My Lab Season 2,"Romance, Youth",Tooniverse
My Love: Six Stories of True Love,"Romance, Drama, Documentary",Netflix
"Oh, Yeojeong: Summer","Romance, Life",
Oh My God! Tip Series 2,Romance,
The Driver,Drama,
Damn Good Company,"Business, Comedy",
Welcome to My Lab,"Romance, Youth",Tooniverse
Midnight Thriller,"Thriller, Drama",
Fork You Boss,"Food, Comedy, Life, Sitcom","Lululala Story Lab, Studio LuluLala"
Our Baseball,"Life, Drama, Sports",
A Film About Grooming,"Youth, Drama",
SPUNK,Drama,
Forever Young 2,"Comedy, Romance, Life, Drama",
Webtoon Hero - Tundra Show,Family,
Nineteen,"Romance, Life, Youth",
Moonlight Sonata,Drama,
Fantasy Timing,"Life, Family",
Mukeo Bar,"Comedy, Life",
"No, Thank You Season 2","Comedy, Romance, Life, Drama",Viki
Fork You Boss Season 2,"Food, Comedy, Life, Sitcom","Lululala Story Lab, Studio LuluLala"
"Don't Swallow It Today, Too",Romance,TVING
Legend Hero,"Tokusatsu, Sci-Fi",
Oh My God! Tip Series 3,Romance,
We're Not Trash,"Psychological, Romance, Youth",KOK TV
My Mother Is a Daughter-In-Law,"Comedy, Drama, Melodrama",
Camellia,Political,
HOW-TO,"Comedy, Life",
Love Is Jungle,Romance,
Dream Maker,"Drama, Sci-Fi",TVING
Can You Deliver Time?,"Life, Fantasy",배티비 (BAETV)
"I'm a Mother, Too","Business, Romance, Family, Melodrama",
Political Fever,"Comedy, Sitcom, Political","Viki, Wavve"
Working Mom Parenting Daddy,"Comedy, Drama, Family, Melodrama",
Big Forest,"Comedy, Life, Drama","Apple TV, Tubi"
My Ex Diary,Romance,
Half-Fifty,"Comedy, Youth",
Why Opposites Attract Season 2,,
Somehow Family,"Romance, Drama, Family, Sitcom",Tubi
Welcome to the Lesbian Bar,"Romance, Life",
I've Got My Eye on You,Business,SBS VOD
Hip Hop King: Nassna Street,"Music, Youth, Drama","Apple TV, AsianCrush, Tubi"
The Sensible Life of Director Shin,"Comedy, Romance","AsianCrush, 72sec TV"
Only You,Life,KOK TV
Just Too Bored,"Mystery, Business, Comedy, Romance",
Sometoon 2021,"Romance, Youth",
A DeadbEAT's Meal,"Food, Romance, Life",TVING
The Ordinary Life of Ms. 'O'! Season 3,"Comedy, Life",72sec TV
The Jingbirok: A Memoir of Imjin War,"Historical, Drama, Political",
To Me to You,Drama,
Return of Fortunate Bok,"Romance, Family, Melodrama",
Instant Romance,"Comedy, Romance, Drama",
I Hate Going to Work,"Business, Comedy, Life, Drama",
Noise,"Youth, Supernatural",
Beginning,"Comedy, Romance, Life, Youth",
Oh My God! Tip,Romance,
The Birth of a Married Woman,"Comedy, Romance","Viki, Kocowa"
On the Campus,"Comedy, Youth",
Here Comes Love,"Romance, Drama, Family, Melodrama",
Poetry Story,"Comedy, Life, Drama",Kocowa
Mom,"Drama, Family",
The Ordinary Life of Ms. 'O'! Season 2,"Business, Comedy, Life",72sec TV
Do You Want to Eat?,"Food, Family",
What a Wonderful World,Life,
Youth Again,"Comedy, Family, Fantasy, Supernatural",tvN D STORY
Everyday Loves,"Comedy, Romance",
Everywhere and Nowhere,"Romance, Youth, Drama",
Man in the Shower,"Comedy, Romance, Life, Drama","AsianCrush, Tubi, 72sec TV"
TV Novel: The Stars are Shining,"Historical, Romance, Drama, Family, Melodrama",
"I Love You, Loser!","Comedy, Romance, Life, Drama",
Cheongchunhyang Jeon,Romance,
BReal Bro&Sis,"Comedy, Drama",
Fall In Mulberry,"Food, Comedy, Romance, Youth",
Strange School Tales,"Mystery, Horror, Drama, Supernatural",Kakao TV
"Nineteen, Logout","Adventure, Youth",
Secret Crushes: Special Edition,"Romance, Youth, Drama",KOK TV
Horror Mailbox,Horror,
Hong Ik Super,"Mystery, Comedy, Romance, Supernatural","Apple TV, Viki, Kocowa"
Re-Feel: If Only,"Comedy, Romance, Fantasy",
I Need Standards,"Comedy, Romance",
Friend and Kiss,Romance,CheezeFilm
2021 Summer Drama Collage: Monster Mansion,"Thriller, Mystery, Horror, Supernatural",
Sweet and Salty Office,"Food, Romance",
A Ticket to India,"Adventure, Comedy, Romance",
Irish Uppercut,"Food, Comedy, Drama, Fantasy","Viki, AsianCrush"
Doo Teob's Pretty Easy School Life,"Life, Youth","Lululala Story Lab, Studio LuluLala"
Oh My Captain,"Military, Comedy, Romance, Drama",
"380,000 km Between You and Me","Comedy, Romance",
Ugly Miss Young Ae Season 14,"Comedy, Drama",
"Not Alright, But It's Alright: Pilot",Life,
Justice Team,"Mystery, Law, Drama",
Virtual Excitement,Romance,
Arim Inn the Forest,"Romance, Life","Viki, Kocowa"
Soul Driver,"Mystery, Fantasy","Viki, Kocowa"
Farming Academy Season 2,"Romance, Life, Youth",Kocowa
Time of Miracle: Loss Time,"Comedy, Drama",
Room Of Her Own,"Life, Youth",
Rudyteen,"Romance, Youth",
Time to Be Together 1:11,"Music, Romance, Youth",
Tell Me You've Changed,"Romance, Drama",
You Will Love Me,"Comedy, Romance, Drama",
X-Garion,Tokusatsu,
SURF 101: Intro to Romance,"Comedy, Romance, Youth, Sports",
Nara's Marvelous Days,"Comedy, Romance, Life, Drama",
Jump! Jump! Jump!,"Music, Comedy, Romance",Tubi
My Old Friend,"Comedy, Life, Youth, Drama",
Shinjikki,"Romance, Drama, Fantasy",
Heart.zip,Romance,
Travel Through Romance Season 1.5,"Food, Adventure, Romance",
How to Deal With First Love,"Romance, Youth",
Secret Crushes Season 3,"Romance, Youth, Drama",
I Know Because I've Tried It,Comedy,
Short Paper,"Romance, Youth",
Shining Na Ra,"Comedy, Youth, Fantasy",Tooniverse
Sandwich Theory,Romance,
Victory For Tomorrow,"Romance, Life, Drama, Family",
Mood Maker,"Comedy, Romance",
The Return of Hwang Geum Bok!,"Drama, Family, Melodrama",
Secret Crushes Season 2,"Romance, Youth, Drama",
The Dearest Lady,"Romance, Drama, Family, Melodrama",
"Drink, Sing and Dance Season 2","Comedy, Romance, Youth",
Office Watch Season 2,"Comedy, Romance, Drama","KBS World, KOK TV"
Third Person Dating Perspective,Romance,
Tell Me Sick,"Drama, Medical",
Short Paper Season 3,"Comedy, Romance, Youth",
Ugly Miss Young Ae Season 16,"Comedy, Romance, Life",
Ugly Miss Young Ae Season 17,"Comedy, Life, Drama",
No Bother Me,"Romance, Youth",
In-Out Sider,"Comedy, Romance, Supernatural",
Sweet 20,"Romance, Youth",
Ugly Miss Young Ae Season 15,"Comedy, Romance, Life",
Because It's My First Time,"Comedy, Romance, Life",
Natural Romance,"Comedy, Romance",
The Ordinary Life of Ms. 'O'!,"Comedy, Life",AsianCrush
Our Love Story,"Romance, Life, Drama",Dingo K-Drama
A Bird That Doesn't Sing,"Romance, Drama, Family, Melodrama",
Short Paper Season 2,"Comedy, Romance, Life, Youth",
Cha Ta Gong In,"Life, Youth, Drama",
Heart Way,"Romance, Youth",
Do With All Your Heart Today,"Romance, Drama",
The Secret House,"Thriller, Romance, Drama","Wavve, Prime Video, Viki, Kocowa"
Have a Good Neighbor,"Romance, Drama",
Oh! Dear Half-Basement Goddesses,"Comedy, Drama, Fantasy, Supernatural",iflix
Can Love Be Refunded,"Comedy, Romance","Viki, Kocowa"
TV Novel: In Still Green Days,"Historical, Romance, Drama, Family",
One-Dimensional,"Life, Youth",
Daily Moon's,"Romance, Youth, Drama, Fantasy",
Haengbok 100 km,Comedy,
"The Woman Next Door, the Man Next Door","Comedy, Romance, Drama, Sitcom",
"Drink, Sing and Dance","Comedy, Romance, Youth",
LOVE-Imong,"Romance, Youth",
TV Novel: My Mind’s Flower Rain,"Romance, Life, Drama, Melodrama",
Wild Guys,"Comedy, Romance, Supernatural, Sitcom",tvN D STORY
Yoo Mi's Room,"Comedy, Romance, Drama, Sitcom",
You and Me,Romance,
Blessing of the Sea,"Comedy, Romance, Melodrama",
Yeonnamdong 539,"Comedy, Life",
The Police,"Mystery, Crime, Youth, Drama",
My Heart Flutters,"Romance, Youth",
"Hello, Stranger","Romance, Life",PlayList Global
Cat Chef,Food,
TV Novel: That Sun in the Sky,"Romance, Drama, Family, Melodrama",
Biggest Fan,"Romance, Youth",
Mr. Hashtag Season 2,"Comedy, Life, Youth",
Out of this World Girlfriend,"Thriller, Comedy, Youth, Sci-Fi",KOK TV
Secrets of Women,"Romance, Drama, Melodrama",KBS World
Room of Romance,"Romance, Drama",WHYNOT TV
Perhaps Love?,Romance,
Romance Bible,Romance,"WeTV, tvN D STORY"
Enchanting Neighbor,"Romance, Family, Melodrama",
"Why, All of a Sudden?",Comedy,
I'm Done,"Comedy, Youth",
Sleepless in Love,"Romance, Youth",
First Love Story Pilot,"Romance, Youth",
Turned on by You,Romance,
Bio Homme,"Psychological, Life, Drama",
Deux Yeoza,"Comedy, Life",AsianCrush
Benton,"Romance, Youth, Drama",
Chart Running Scholar,"Romance, Fantasy",KOK TV
Backflow,"Romance, Drama, Family, Melodrama",
Man Goddess,"Comedy, Romance, Youth, Fantasy",CheezeFilm
Idol in My Living Room,"Romance, Youth, Melodrama",Wavve
Bad Love,"Romance, Drama, Melodrama",
Power Rangers Dino Force Brave,"Action, Tokusatsu, Sci-Fi",
"Suddenly, Mood, First Love","Romance, Life, Youth",
Amor Fati,"Romance, Drama","Viki, Prime Video, Kocowa"
I'm Sorry Kang Nam Goo,"Romance, Drama, Melodrama",
The Secret of Secret,"Youth, Drama, Sports",
2PM Campus,"Romance, Youth, Drama",
Meal Kid,Food,
Miracle Girl,"Adventure, Mystery, Fantasy",
Twin,Drama,
Short Paper: Side Story,"Romance, Youth",
Moment,"Comedy, Romance",
New Recruit,"Military, Comedy",TVING
Kim Is a Genius,"Drama, Fantasy",
As Your Heart Tells,"Comedy, Romance, Youth",
Mobilize! K-Cop,"Tokusatsu, Sci-Fi",
Travelogue,"Romance, Youth",
Love Vlog,Romance,
Love Campus,"Comedy, Romance, Youth",
Cheonglywood,Adventure,KOK TV
Turned on by You Season 2,Romance,
My Wonderful Roommate 2,"Business, Romance",
Girls' Love Story,"Comedy, Romance",
Love Your Korea Glow,"Business, Romance",
"Shh, Please Take Care of Him","Comedy, Drama, Melodrama",
A Twist Girl,"Youth, Supernatural",
I Want to Do It with You,"Romance, Life, Drama",
Two Universes,"Romance, Drama",TVING
Yeonnam Family,Romance,Kocowa
Love of Eve,"Romance, Drama, Melodrama",
My Ahjussi Kkon Dae Hee,"Comedy, Life",
Number Woman Gye Sook Ja,"Comedy, Romance",
No Bad Days,"Romance, Life",
The Dolphin in the Little Mermaid,"Life, Youth",
Travel through Romance,"Food, Adventure, Romance",
Mr. Hashtag,"Comedy, Life, Youth","AsianCrush, 72sec TV"
Almost Famous,"Romance, Life",
"Everyone, at Least Once","Romance, Drama",
The Secret of My Love,"Romance, Drama, Family, Melodrama",KBS World
Girl in the Mirror,"Youth, Drama",
3 AM Season 2,"Life, Drama",
Translation-needed Love Season 2,Romance,
Some Air,Romance,Tubi
72 Seconds,"Comedy, Romance, Life",AsianCrush
Wannabe U,"Music, Life, Youth",
The Pure Memories of My Heart,Romance,"Tubi, Prime Video"
Want a Taste?,"Food, Romance, Drama",
Romance Written Differently,"Comedy, Romance, Life",
The Success Story of Novice Shaman Gong,Comedy,
"AI, Her","Thriller, Sci-Fi",
Summer Vacation,"Romance, Youth, Drama",
TV Novel: Dal Soon's Spring,"Drama, Family, Melodrama",
What Happened to Mirae?,"Romance, Drama, Fantasy",
"Reply Pyeongchang, 100°F","Youth, Drama, Sports","Viki, Kocowa"
The Witch's Eye,"Romance, Drama, Fantasy",
Teacher Oh Soon Nam,"Life, Youth, Drama, Melodrama",
Moonlight Girls' High School,"Life, Youth",
Living Together at Seventeen,"Romance, Youth",
All the Love in the World,"Romance, Life",
Is There Equation in Love?,Romance,
